label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158717,0.98450625,0.54679745,0.94541276,0.44172627,0.85666764,0.49239382,0.83949924,0.4785207,0.78563493,0.5176675,0.8075751,0.35345522,0.9100619,0.37405676,0.89572614,0.3704991,0.80305153,0.39598507,0.8168223,0.4051273,0.7151955,0.40057826,0.7134024
fall,0.5876053,0.33593598,0.6193548,0.33552182,0.57901204,0.2880195,0.6315707,0.38861477,0.54103416,0.27378535,0.57485676,0.55682546,0.44297576,0.3124973,0.59948087,0.78471357,0.3170117,0.28294414,0.7014212,0.8357936,0.29141772,0.4639598,0.27505296,0.7307363,0.19580139,0.5984042,0.18584475,0.87557995,0.15228087,0.7378758,0.0,0.0,0.0,0.0
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364647,0.30414584,0.31214947,0.2799445,0.38375473,0.42463872,0.3586871,0.3648053,0.33330712,0.4808223,0.337522,0.43660823,0.48823667,0.34738964,0.46801305,0.35070297,0.43441007,0.4750279,0.41414434,0.50782704,0.5449314,0.5172882,0.5089922,0.5831483
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.47955567,0.34148976,0.0,0.0,0.5136357,0.4123152,0.49863592,0.39686453,0.5403526,0.34411114,0.5017649,0.31679538,0.55146945,0.27288255,0.5422756,0.2602681,0.50091535,0.62265086,0.49231058,0.6171414,0.5169349,0.7681643,0.49714848,0.77626634,0.52245873,0.9232186,0.5220759,0.92693025
fall,0.39808837,0.5641024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39184937,0.5032452,0.36535424,0.5239891,0.45317277,0.5168289,0.413371,0.54823035,0.4434505,0.57788867,0.44021198,0.5857758,0.459254,0.4112537,0.44028288,0.43192387,0.5515008,0.44973466,0.52658516,0.46265632,0.61879647,0.4032549,0.5822069,0.38164002
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46128097,0.5243744,0.74053043,0.60328925,0.37010694,0.5698635,0.7830222,0.6449105,0.40380254,0.7834622,0.63316214,0.46421853,0.46604982,0.44693992,0.67328924,0.72471166,0.45176855,0.68677026,0.0,0.0,0.0,0.0
fall,0.4019025,0.8037769,0.397652,0.791357,0.3896809,0.8047001,0.0,0.0,0.36737177,0.83266443,0.39329213,0.8299625,0.37664038,0.91654253,0.45397282,0.8334582,0.4354651,0.9981047,0.51334876,0.81417674,0.5246348,0.9888202,0.49416253,0.9062876,0.48666,0.965483,0.5925729,0.8474339,0.5909918,0.91678834,0.64790934,0.924537,0.67153364,0.972682
not fallen,0.49547824,0.16736598,0.5247413,0.15336452,0.472662,0.15078172,0.56412613,0.16684517,0.4367095,0.16055305,0.59896845,0.26605088,0.387753,0.26176947,0.629009,0.39015967,0.33927384,0.38349548,0.675239,0.49027866,0.31254897,0.49367836,0.56120884,0.4982227,0.42611122,0.49740157,0.5623518,0.681205,0.4292335,0.6810309,0.5405687,0.8552809,0.46560317,0.86211634
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4112073,0.62443054,0.4569702,0.58575684,0.36915588,0.7647255,0.41246444,0.7214127,0.3761215,0.86786455,0.3823988,0.8318934,0.44763586,0.79435325,0.48160148,0.77701735,0.57718915,0.83808583,0.6312493,0.7321653,0.53518766,1.0,0.5869013,0.9276986
not fallen,0.52452487,0.13197884,0.5479586,0.11787283,0.50210184,0.11836593,0.58394337,0.12240414,0.46975207,0.123514764,0.6406367,0.20375866,0.41879606,0.20441797,0.69338244,0.29955357,0.3490671,0.30635804,0.6977085,0.39734727,0.33471742,0.41264394,0.59563553,0.41461846,0.4566927,0.4115346,0.58107877,0.58189064,0.43519592,0.5699021,0.5569706,0.76787126,0.46334615,0.7549734
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20230842,0.47790226,0.19932254,0.606942,0.15547727,0.5222335,0.18983892,0.7333219,0.15105405,0.5948113,0.16892627,0.6627582,0.41054717,0.5209047,0.38866502,0.60542375,0.4250141,0.80978674,0.33642304,0.8636799,0.6525199,0.83873576,0.5256211,0.87428355
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.78535223,0.63396466,0.0,0.0,0.7416567,0.64208144,0.7643817,0.7477873,0.69740343,0.4890583,0.0,0.0,0.6851312,0.4449234,0.0,0.0,0.5596382,0.725063,0.5775978,0.73933023,0.3961719,0.69113475,0.44747978,0.76539874,0.25863037,0.81199664,0.3454967,0.8421102
fall,0.32875028,0.6451194,0.3194274,0.64200824,0.32111022,0.6462886,0.31963736,0.6508286,0.32076856,0.66182005,0.39049184,0.67863566,0.37128803,0.6562313,0.45781288,0.69172984,0.4260215,0.60491544,0.43001238,0.7133725,0.41434214,0.5706506,0.5182056,0.63255465,0.50693214,0.6251516,0.54515356,0.49418935,0.52141917,0.4804152,0.6018633,0.51709694,0.6101627,0.5033063
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38866732,0.22757144,0.5051808,0.12845412,0.30584478,0.31382653,0.60787815,0.17511308,0.0,0.0,0.64195794,0.31497788,0.30242893,0.36998543,0.37416717,0.32433337,0.55352634,0.4855485,0.67422116,0.33463916,0.3419441,0.6376673,0.5732446,0.57077104
not fallen,0.32813087,0.20731305,0.34508634,0.18108933,0.30308196,0.18624015,0.37719503,0.1827668,0.278763,0.1938207,0.41619673,0.32293746,0.25843394,0.32152197,0.42842227,0.5198529,0.2261184,0.50158376,0.37875527,0.6247275,0.28874025,0.44851875,0.35987604,0.5782498,0.26846248,0.56599325,0.2670723,0.6009762,0.22679098,0.5557227,0.2894821,0.8388276,0.3080227,0.7716491
fall,0.3646426,0.33277884,0.0,0.0,0.35713345,0.31171593,0.0,0.0,0.32483637,0.2836608,0.30724856,0.28138897,0.259136,0.31895995,0.0,0.0,0.3149418,0.5257158,0.3262928,0.46914107,0.39408585,0.6788673,0.15496418,0.35361767,0.11420026,0.37890932,0.28399113,0.48750445,0.23913251,0.5547498,0.252592,0.7212368,0.21236308,0.8290928
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.53215116,0.22751175,0.0,0.0,0.614736,0.25190485,0.5441247,0.2104442,0.63760364,0.4599738,0.5597701,0.32621595,0.6166933,0.5862574,0.52236396,0.3411068,0.7462532,0.3177244,0.69528407,0.29437172,0.714804,0.5632351,0.63354474,0.47185212,0.75594693,0.8206798,0.6864895,0.65615284
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5095304,0.6257581,0.5648235,0.595878,0.54723895,0.56747454,0.5806202,0.48194462,0.53826463,0.5826345,0.5531315,0.40533826,0.48555598,0.5605628,0.52915955,0.5444197,0.3993697,0.5315418,0.47246557,0.5017573,0.4592856,0.58551323,0.53226274,0.55027777
not fallen,0.5436573,0.32566458,0.5642678,0.2926669,0.54008675,0.2985966,0.6106976,0.30043197,0.0,0.0,0.6398849,0.4864775,0.5781609,0.45652458,0.57225275,0.76020193,0.48978966,0.6732161,0.3852532,0.7780874,0.37922743,0.73220015,0.506834,0.80798507,0.4748859,0.73480445,0.25481102,0.7156536,0.29616183,0.57153046,0.19322927,0.9232591,0.271245,0.74574554
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55962855,0.63683057,0.46814406,0.584521,0.63397294,0.7948712,0.3718103,0.5874594,0.54145175,0.8658782,0.264051,0.6149886,0.69481105,0.43115395,0.6478031,0.42789257,0.78769994,0.2895417,0.77357316,0.26981446,0.83667797,0.1894476,0.7923082,0.13693796
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30182335,0.91522485,0.55633515,0.9028205
not fallen,0.68589044,0.25823697,0.7025729,0.23655312,0.6643566,0.24524513,0.737488,0.24579547,0.64023316,0.26480448,0.82015544,0.3430315,0.5888764,0.34431762,0.82516605,0.46935827,0.55947006,0.44221732,0.6247944,0.43984467,0.73892134,0.43683568,0.76297015,0.530449,0.61274976,0.52274084,0.6874258,0.5754824,0.5282238,0.5802075,0.6153099,0.85518247,0.58710057,0.82895404
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22342603,0.27870584,0.2964074,0.19493032,0.16609554,0.40777645,0.3418666,0.13717885,0.09346986,0.31382164,0.23059297,0.07214484,0.44885492,0.39059883,0.44888765,0.3561525,0.43734643,0.6030586,0.23504363,0.5500394,0.60474026,0.7358102,0.17265001,0.68376267
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63779485,0.67522585,0.60480636,0.61064124,0.6062537,0.6878378,0.5663044,0.6047034,0.57695746,0.7866398,0.6102375,0.6253551,0.6518238,0.75456,0.445092,0.65613544,0.44538164,0.6641916,0.3423712,0.6613923,0.3282865,0.6643892,0.21645077,0.63834953,0.21451901,0.6462644
fall,0.34265813,0.5969671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38124445,0.58159524,0.37545764,0.627494,0.45279676,0.560426,0.4557223,0.6337606,0.4640102,0.66252095,0.47029695,0.6360185,0.47818968,0.4556729,0.48156127,0.47778803,0.49807978,0.27330193,0.46787834,0.28439677,0.50968903,0.16499807,0.5079352,0.15018407
fall,0.3714327,0.19503975,0.3749948,0.18062377,0.35626134,0.19468628,0.3925148,0.17738305,0.34881213,0.21644561,0.43707323,0.18947116,0.3741884,0.29258767,0.4806347,0.11324916,0.38368312,0.38852265,0.5138176,0.031736948,0.349711,0.4959217,0.5585732,0.3466168,0.5157897,0.40082893,0.62859666,0.45623842,0.58016074,0.53267145,0.6767107,0.5829569,0.6681504,0.67294604
not fallen,0.45408854,0.49848732,0.46289036,0.4899586,0.4418575,0.49187288,0.4761582,0.4973812,0.42387053,0.50229186,0.48965213,0.5489856,0.4126118,0.5518865,0.49894115,0.6066727,0.38241687,0.6140324,0.5096819,0.6636149,0.39556533,0.6677673,0.49181706,0.6676451,0.4374682,0.6715258,0.51918644,0.75830096,0.44124946,0.7580952,0.54453486,0.85765165,0.45459124,0.8612194
fall,0.3178507,0.9154238,0.2949296,0.92243594,0.30330244,0.94065344,0.28615367,0.94923705,0.0,0.0,0.34125516,0.96002,0.40034056,0.9883488,0.35170564,0.87854594,0.43314153,0.8835663,0.30613825,0.7965133,0.3247519,0.77512187,0.51487154,0.8960025,0.552052,0.90756303,0.0,0.0,0.4841065,0.7133089,0.54136735,0.64154285,0.5532821,0.60237044
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6211788,0.30261642,0.7358126,0.3792216,0.58249694,0.25283155,0.75902873,0.40960604,0.64586306,0.26491717,0.7333648,0.39697132,0.4470585,0.4670519,0.52573246,0.49245587,0.36721346,0.5875265,0.5039367,0.682304,0.13666253,0.6141369,0.2709803,0.695568
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31961545,0.9640684,0.34905887,0.9489483,0.3486464,0.9056863,0.3656497,0.872211,0.3014627,0.8461191,0.2803901,0.856762,0.48277885,0.8824522,0.5019537,0.87125117,0.4524121,0.7286743,0.46217892,0.68966526,0.51938015,0.61410856,0.5055337,0.5659802
not fallen,0.47016668,0.26309657,0.47977576,0.25023302,0.466371,0.25178796,0.500989,0.25908166,0.0,0.0,0.53443915,0.32734478,0.46457955,0.34343764,0.58555865,0.38347602,0.43906164,0.4131646,0.5690521,0.45689628,0.40624434,0.41615796,0.52018994,0.53033495,0.49456224,0.5304747,0.47289592,0.66812754,0.5271839,0.648725,0.43721935,0.8291934,0.58059484,0.7910321
not fallen,0.5109482,0.30091855,0.52268934,0.28869534,0.5052863,0.29047924,0.56752264,0.28564715,0.0,0.0,0.6371958,0.34315935,0.4862529,0.34233552,0.6355134,0.447459,0.4888149,0.42357996,0.5876806,0.41509333,0.5364098,0.39947045,0.6112658,0.46773648,0.51434106,0.4668427,0.6150397,0.47830045,0.49817392,0.4901946,0.5691549,0.5391666,0.6159801,0.5605009
fall,0.3202978,0.4770515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350638,0.3916555,0.3029664,0.44177717,0.41701877,0.4522063,0.25649995,0.52303106,0.437126,0.56061673,0.18358906,0.5869166,0.5020714,0.30963185,0.47475076,0.35193488,0.60052836,0.40954536,0.5710334,0.41798964,0.7140612,0.38447616,0.6597529,0.36708492
fall,0.890463,0.53840643,0.908,0.5744701,0.90511054,0.5260642,0.8938219,0.6421436,0.88857025,0.533643,0.8034296,0.68019384,0.8412939,0.5113301,0.6984245,0.7093153,0.81400067,0.36251855,0.6061929,0.6300075,0.81708443,0.26722282,0.6058868,0.59756213,0.62279254,0.49727014,0.46866837,0.46575722,0.4945372,0.38061973,0.3577776,0.3313746,0.3628893,0.32410425
not fallen,0.6144676,0.43784133,0.6165698,0.42345476,0.0,0.0,0.6408091,0.40080458,0.0,0.0,0.7117874,0.4465843,0.6444308,0.43332753,0.7403814,0.5884499,0.62902147,0.54090357,0.6573757,0.6358472,0.5873495,0.6204834,0.7567591,0.65238166,0.715904,0.64491963,0.73509663,0.81951106,0.71561176,0.81514233,0.0,0.0,0.0,0.0
fall,0.37616557,0.43170053,0.38599715,0.40355808,0.34985474,0.41651145,0.40471467,0.39107355,0.3152281,0.42270508,0.42266932,0.44247475,0.29963523,0.5043734,0.452135,0.5263916,0.31036016,0.6448341,0.45360288,0.6156928,0.38121015,0.6494558,0.41989318,0.6008703,0.3380769,0.63404524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not fallen,0.0,0.0,0.0,0.0,0.41482505,0.3161697,0.0,0.0,0.37369525,0.32330954,0.25711653,0.43274614,0.36781368,0.46520638,0.0,0.0,0.49699718,0.5562378,0.0,0.0,0.53652734,0.5213661,0.22179046,0.7229246,0.2956382,0.74170345,0.25830752,0.8656239,0.3348572,0.88903964,0.0,0.0,0.0,0.0
fall,0.42789036,0.5598816,0.43092987,0.530857,0.41769654,0.5570082,0.0,0.0,0.0,0.0,0.6255376,0.2964439,0.2931475,0.33211008,0.76641345,0.43569842,0.17109357,0.4732599,0.6912448,0.70474416,0.26734775,0.597644,0.6429373,0.36064813,0.44197854,0.38052788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.500631,0.80825657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541462,0.758847,0.44093114,0.7220678,0.5712373,0.77935594,0.3936399,0.7061833,0.5410546,0.81926435,0.39612916,0.78548104,0.5163391,0.6482181,0.46023032,0.6372591,0.52918094,0.5772577,0.47127706,0.57878125,0.53012794,0.49807444,0.5090275,0.5176847
not fallen,0.9429866,0.29485926,0.9439899,0.28823712,0.933865,0.28849775,0.0,0.0,0.91079426,0.29301953,0.9341771,0.33363292,0.8820285,0.3345723,0.9458014,0.37477756,0.83591616,0.3859156,0.96084625,0.40561253,0.8577902,0.43699166,0.91426706,0.4499085,0.88278323,0.45381448,0.95882,0.5204635,0.9369818,0.5289353,0.88988256,0.56169313,0.86967796,0.5774217
fall,0.19666,0.14545219,0.19945332,0.14201225,0.19377619,0.14261355,0.0,0.0,0.0,0.0,0.21511696,0.16188836,0.18632425,0.16525273,0.2251228,0.1897879,0.1813179,0.19208738,0.22502895,0.21893163,0.18910898,0.21147798,0.21397832,0.21836062,0.19488633,0.22112799,0.21896484,0.25925267,0.19983537,0.26527253,0.22668563,0.29864115,0.20198162,0.30717194
fall,0.4077548,0.25848034,0.39864486,0.23958407,0.0,0.0,0.41417092,0.235708,0.0,0.0,0.519466,0.23619922,0.47197405,0.36390412,0.6552446,0.15417427,0.55775094,0.45409983,0.52554226,0.13375722,0.5766755,0.54006994,0.7140621,0.40591186,0.67116314,0.4623299,0.65261924,0.5191263,0.6435801,0.5875688,0.86156344,0.73300487,0.7842151,0.77132535
not fallen,0.9248557,0.31560704,0.9277315,0.30488965,0.9165818,0.30566868,0.0,0.0,0.89913875,0.30723843,0.9036072,0.35102662,0.88163435,0.34964624,0.91382074,0.41922998,0.9207346,0.4166278,0.951018,0.4487066,0.98000497,0.44000956,0.88358366,0.45596084,0.8677333,0.46455812,0.95787203,0.48978662,0.95362914,0.5056292,0.98398715,0.60054415,0.9913313,0.6230855
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5339154,0.48935792,0.4947302,0.497813,0.50878423,0.5379266,0.5472108,0.5250594,0.49719197,0.6239413,0.58793014,0.5527708,0.5114448,0.6761444,0.44383627,0.6174352,0.4599878,0.6371913,0.49792123,0.6054482,0.5371782,0.6285736,0.0,0.0,0.0,0.0
not fallen,0.61556727,0.1748402,0.62933296,0.16218887,0.61324304,0.16233695,0.6582951,0.17585869,0.0,0.0,0.6963796,0.263014,0.5918459,0.2783403,0.7312271,0.36710697,0.561381,0.38831207,0.7102844,0.43432626,0.5968939,0.3442224,0.6700444,0.49340913,0.60936064,0.49973932,0.6468742,0.6805674,0.6405444,0.6791886,0.6470998,0.8568738,0.6724629,0.85618335
not fallen,0.33761778,0.2617217,0.0,0.0,0.33156058,0.24912338,0.0,0.0,0.291114,0.24220204,0.2854899,0.29909384,0.28313565,0.3104311,0.3520904,0.3704645,0.37264988,0.35897738,0.40892616,0.3632116,0.42307267,0.35277724,0.3637453,0.47814965,0.36272547,0.5041161,0.49007574,0.46548197,0.49538097,0.5212788,0.50850314,0.60197943,0.56433934,0.66899043
not fallen,0.36022425,0.31218797,0.36471453,0.27323762,0.32679632,0.30778977,0.3949094,0.22248538,0.27875233,0.30166572,0.5166051,0.2444078,0.28570566,0.38342026,0.6465651,0.28294632,0.29657826,0.57984114,0.57503587,0.42578506,0.24814367,0.8085703,0.63110894,0.55262434,0.47059318,0.6090929,0.6881612,0.7583915,0.4650302,0.7983126,0.7174694,0.7745934,0.58885074,0.7179396
not fallen,0.62666017,0.32522327,0.63092965,0.31591016,0.618406,0.3145894,0.0,0.0,0.5961119,0.31583866,0.62779105,0.38088435,0.5676982,0.37755433,0.6283654,0.46136317,0.5543274,0.46120462,0.632942,0.51432747,0.57709426,0.51903087,0.61854094,0.5426534,0.57883394,0.54194164,0.61442465,0.6671599,0.5675995,0.6662201,0.60582554,0.772467,0.55808955,0.77758837
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999646,0.17687534,0.5492753,0.15130658,0.29044637,0.2499311,0.62594116,0.27991197,0.0,0.0,0.63298917,0.33680284,0.30636322,0.34288877,0.4035043,0.31687367,0.5324056,0.4894049,0.6654913,0.34826413,0.30481094,0.6592185,0.5502253,0.5413901
fall,0.74406177,0.43827716,0.7674491,0.45888907,0.79542154,0.43262967,0.7810107,0.53576374,0.0,0.0,0.64552176,0.5813421,0.7538077,0.46633482,0.5049407,0.52826065,0.6334073,0.3566649,0.60235703,0.4098509,0.62789875,0.3545201,0.31846496,0.5193725,0.3878138,0.45088583,0.2535902,0.3001439,0.2970381,0.2381165,0.18831816,0.36066762,0.17566481,0.34120482
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.22607298,0.36707687,0.0,0.0,0.20671606,0.4371132,0.32453033,0.4220407,0.14948447,0.5172047,0.0,0.0,0.097854234,0.47089434,0.0,0.0,0.22789505,0.5829442,0.3113086,0.57769233,0.24589108,0.7129824,0.33959505,0.7174019,0.26663846,0.8585455,0.3595986,0.8523394
fall,0.8891632,0.53740805,0.9053818,0.5581622,0.0,0.0,0.90055907,0.6073386,0.0,0.0,0.8173528,0.67183673,0.8573455,0.5106823,0.6900218,0.71416366,0.805065,0.3460743,0.60684675,0.6254694,0.8038929,0.273784,0.56946087,0.596665,0.589475,0.50677127,0.43627006,0.39386064,0.4570852,0.31631586,0.34369633,0.37426051,0.35616276,0.32194957
not fallen,0.39514846,0.32048142,0.40925476,0.3062689,0.37606865,0.3051942,0.42546198,0.3163838,0.3424016,0.31435242,0.4526843,0.40256643,0.29705644,0.40437934,0.4938274,0.49724808,0.25806054,0.51414305,0.5108385,0.5781704,0.28780898,0.5794567,0.43609333,0.59947133,0.33626267,0.60430366,0.45198175,0.74449646,0.33985615,0.7567495,0.42980075,0.88406944,0.36012083,0.9002623
not fallen,0.3619793,0.16851097,0.3725509,0.15868007,0.35490125,0.15555492,0.38532352,0.17066894,0.34403017,0.16333677,0.39897722,0.24503814,0.31561375,0.22842906,0.42082554,0.3083289,0.25028968,0.26409006,0.47482732,0.28215578,0.18365763,0.25872552,0.3722478,0.4361945,0.3222004,0.43005806,0.3667658,0.57810503,0.32351127,0.57802606,0.33936653,0.7303301,0.33580086,0.7366044
fall,0.36109984,0.78691435,0.0,0.0,0.0,0.0,0.365829,0.7664891,0.0,0.0,0.41065526,0.73889595,0.39354274,0.7363209,0.45759684,0.6912441,0.42956147,0.6301037,0.3873557,0.6133778,0.3582034,0.5695976,0.4940407,0.6331728,0.48451796,0.6358034,0.48652425,0.51010513,0.4633523,0.52936465,0.5693637,0.44622234,0.5737657,0.45115834
not fallen,0.40279585,0.43488857,0.4055911,0.42034078,0.0,0.0,0.43617582,0.403407,0.0,0.0,0.49836397,0.45889503,0.44133344,0.45000243,0.5266327,0.5930172,0.4249359,0.53820974,0.4943385,0.7232882,0.3977978,0.61181706,0.5515417,0.59823006,0.51850516,0.5925309,0.4719852,0.68120676,0.44943666,0.6835091,0.53122634,0.76848376,0.5291468,0.7567431
not fallen,0.34785876,0.1857327,0.0,0.0,0.0,0.0,0.42893597,0.17639652,0.0,0.0,0.42300212,0.26516688,0.5799376,0.25429636,0.27333933,0.34284306,0.6120883,0.38278472,0.302337,0.24090825,0.53604084,0.4278729,0.48260483,0.49726373,0.5898848,0.48542055,0.49685004,0.69199127,0.6158011,0.66044736,0.5763043,0.8646227,0.8296853,0.81876
not fallen,0.6511936,0.25739187,0.65810156,0.24754804,0.64464396,0.24888091,0.6711239,0.25271702,0.63759226,0.25630426,0.6915531,0.3114736,0.62758964,0.3189466,0.7119158,0.38123748,0.61876726,0.3929414,0.7213086,0.45053092,0.6086795,0.45299056,0.683506,0.4574415,0.6402159,0.46012664,0.69638944,0.5592489,0.63958746,0.56010324,0.6951601,0.6467213,0.6468949,0.64455175
fall,0.0,0.0,0.3749804,0.55812025,0.0,0.0,0.4020865,0.5506722,0.0,0.0,0.441174,0.58816737,0.40446565,0.5558979,0.41356936,0.7584538,0.38499665,0.687245,0.3599998,0.89773935,0.3524712,0.80049795,0.5642843,0.64091396,0.5376245,0.6272923,0.4733808,0.7525164,0.4405546,0.71747094,0.58355397,0.81149334,0.5500178,0.7762085
not fallen,0.33639818,0.31821185,0.34033564,0.30556005,0.32256445,0.29470378,0.0,0.0,0.2730749,0.3016848,0.32695428,0.412194,0.20376025,0.36534664,0.39811957,0.5088053,0.12867485,0.4314181,0.35979137,0.51836616,0.21171412,0.45851433,0.3710913,0.58978707,0.29658017,0.60429484,0.5331436,0.556474,0.5158071,0.5578256,0.6557138,0.73761684,0.64398295,0.7749287
not fallen,0.613076,0.4014622,0.617935,0.3930008,0.6070567,0.39377928,0.62691414,0.39261505,0.59795904,0.39440322,0.6476904,0.44174808,0.5802793,0.44013715,0.66925323,0.49246085,0.5559845,0.4872858,0.65222067,0.54675627,0.5693359,0.5437464,0.6298565,0.572145,0.5876246,0.5709257,0.6270349,0.66765314,0.59156317,0.6629507,0.6230814,0.7646052,0.59850466,0.7589322
not fallen,0.50594586,0.22354512,0.52198285,0.20182481,0.48806724,0.20523134,0.5482354,0.20311347,0.46556935,0.20886305,0.59313303,0.31929418,0.42627668,0.31538832,0.59811133,0.45035395,0.41973457,0.4480178,0.5243287,0.4596222,0.47279263,0.49900657,0.555196,0.52969694,0.44545054,0.5246381,0.57576746,0.5439835,0.4023715,0.54226124,0.53563344,0.8313343,0.45096278,0.81598616
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6105446,0.64990234,0.61172134,0.6766886,0.55974054,0.72244847,0.5708014,0.77121985,0.63177925,0.745675,0.65610474,0.7568354,0.4268383,0.66496414,0.42720827,0.6583211,0.32823095,0.6612056,0.31663442,0.6490009,0.22093718,0.6453795,0.2037915,0.6156622
fall,0.50484914,0.75834817,0.488214,0.7636712,0.0,0.0,0.48696247,0.7718808,0.58748,0.7817027,0.46674424,0.7464635,0.7255384,0.76445305,0.35021573,0.7571322,0.846999,0.7966507,0.2505648,0.8167332,0.708919,0.8358671,0.6075941,0.5839944,0.75920135,0.59505,0.60428375,0.44270787,0.65048105,0.46390373,0.621181,0.33760533,0.5925056,0.37562895
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45717692,0.9844813,0.5552999,0.97087204,0.32246944,0.85405314,0.0,0.0,0.4226907,0.72501606,0.0,0.0,0.34511718,0.90843767,0.41457176,0.9094785,0.36241692,0.8113188,0.44927698,0.84122986,0.39815223,0.72523975,0.4682586,0.74542284
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7135148,0.7598918,0.4253417,0.72659504,0.8816272,0.83641917,0.31027642,0.72759944,0.7032208,0.87722963,0.22301996,0.78143096,0.7473471,0.5616464,0.5828917,0.54968464,0.7690096,0.47587037,0.6318229,0.47485268,0.7532086,0.35258678,0.69742435,0.3598937
not fallen,0.6432578,0.15354708,0.6597585,0.1315857,0.6129307,0.12782335,0.0,0.0,0.5626046,0.16782117,0.7349338,0.37107116,0.53383625,0.38097277,0.81553024,0.5666966,0.53894114,0.599024,0.8120262,0.4693853,0.5872346,0.69339746,0.8302661,0.8211713,0.694632,0.8403169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not fallen,0.531079,0.13299237,0.5566792,0.11125856,0.51060075,0.10632928,0.60035044,0.12853132,0.47777197,0.12162354,0.6534347,0.23182873,0.37468302,0.25210285,0.63390136,0.3932049,0.33642003,0.40598598,0.44923732,0.4058447,0.3521442,0.53461087,0.59439003,0.47461534,0.40103704,0.49323556,0.5735807,0.44342947,0.23049103,0.5960875,0.52833927,0.57744175,0.41305295,0.786456
fall,0.30656835,0.49819455,0.29970226,0.4863517,0.0,0.0,0.0,0.0,0.0,0.0,0.36755714,0.40230224,0.2949398,0.39217567,0.42652422,0.59672743,0.27597347,0.5600366,0.31174263,0.71978635,0.17866452,0.6989679,0.5813381,0.27706492,0.5252139,0.29145738,0.7305786,0.41433963,0.6683924,0.38933524,0.901765,0.2967117,0.0,0.0
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.202702,0.91461486,0.0,0.0,0.26250952,0.93921155,0.2798439,0.8678579,0.28165394,1.0,0.2883694,0.8859863,0.23866133,0.96592474,0.23850723,0.9564334,0.44793883,0.93068314,0.46065947,0.9090912,0.54794973,0.9840849,0.54653513,0.92371285,0.0,0.0,0.0,0.0
